PX409-USBH - 487885,,PX409-USBH - 487884,
Units:,psi,Units:,psi
Custom Scalar:,none,Custom Scalar:,none
Custom Offset:,none,Custom Offset:,none
Start:,2025-07-28 11:27:04.244,Start:,2025-07-28 11:27:04.114
End:,2025-07-28 01:41:03.461,End:,2025-07-28 01:41:03.388
Count:,40464,Count:,40455
Low:,-14.6091842651367,Low:,-15.5867481231689
High:,1521.8125,High:,1518.83020019531

Time,Value,Time,Value
2025-07-28 11:27:51.728 AM,-14.4326114654541,2025-07-28 11:27:51.610 AM,-15.4858741760254
2025-07-28 11:27:51.927 AM,-14.4366798400879,2025-07-28 11:27:51.809 AM,-15.480993270874
2025-07-28 11:27:52.126 AM,-14.4562091827393,2025-07-28 11:27:52.007 AM,-15.4655361175537
2025-07-28 11:27:52.325 AM,-14.4383068084717,2025-07-28 11:27:52.206 AM,-15.4525203704834
2025-07-28 11:27:52.523 AM,-14.4448165893555,2025-07-28 11:27:52.405 AM,-15.4321823120117
2025-07-28 11:27:52.722 AM,-14.4334259033203,2025-07-28 11:27:52.604 AM,-15.4207935333252
2025-07-28 11:27:52.921 AM,-14.4334259033203,2025-07-28 11:27:52.802 AM,-15.4264888763428
2025-07-28 11:27:53.119 AM,-14.4472579956055,2025-07-28 11:27:53.001 AM,-15.4207935333252
2025-07-28 11:27:53.318 AM,-14.4423751831055,2025-07-28 11:27:53.200 AM,-15.3996429443359
2025-07-28 11:27:53.517 AM,-14.4407482147217,2025-07-28 11:27:53.399 AM,-15.3963890075684
2025-07-28 11:27:53.715 AM,-14.4415626525879,2025-07-28 11:27:53.597 AM,-15.3858127593994
2025-07-28 11:27:53.914 AM,-14.4521408081055,2025-07-28 11:27:53.796 AM,-15.4102191925049
2025-07-28 11:27:54.113 AM,-14.4570217132568,2025-07-28 11:27:53.995 AM,-15.4077777862549
2025-07-28 11:27:54.311 AM,-14.4537677764893,2025-07-28 11:27:54.193 AM,-15.422420501709
2025-07-28 11:27:54.510 AM,-14.4440040588379,2025-07-28 11:27:54.392 AM,-15.4289283752441
2025-07-28 11:27:54.709 AM,-14.4317970275879,2025-07-28 11:27:54.591 AM,-15.4037094116211
2025-07-28 11:27:54.907 AM,-14.4334259033203,2025-07-28 11:27:54.790 AM,-15.4151000976563
2025-07-28 11:27:55.106 AM,-14.4480724334717,2025-07-28 11:27:54.988 AM,-15.4028968811035
2025-07-28 11:27:55.305 AM,-14.4464435577393,2025-07-28 11:27:55.187 AM,-15.3776779174805
2025-07-28 11:27:55.503 AM,-14.4456310272217,2025-07-28 11:27:55.386 AM,-15.389066696167
2025-07-28 11:27:55.702 AM,-14.4496994018555,2025-07-28 11:27:55.585 AM,-15.4199810028076
2025-07-28 11:27:55.901 AM,-14.4350528717041,2025-07-28 11:27:55.783 AM,-15.41428565979
2025-07-28 11:27:56.099 AM,-14.4440040588379,2025-07-28 11:27:55.982 AM,-15.4346237182617
2025-07-28 11:27:56.298 AM,-14.4391212463379,2025-07-28 11:27:56.181 AM,-15.4574012756348
2025-07-28 11:27:56.497 AM,-14.4277286529541,2025-07-28 11:27:56.379 AM,-15.4191665649414
2025-07-28 11:27:56.695 AM,-14.4293575286865,2025-07-28 11:27:56.578 AM,-15.4175395965576
2025-07-28 11:27:56.894 AM,-14.4212188720703,2025-07-28 11:27:56.777 AM,-15.3793048858643
2025-07-28 11:27:57.093 AM,-14.4326114654541,2025-07-28 11:27:56.976 AM,-15.3451385498047
2025-07-28 11:27:57.292 AM,-14.4179649353027,2025-07-28 11:27:57.174 AM,-15.3402576446533
2025-07-28 11:27:57.490 AM,-14.4147090911865,2025-07-28 11:27:57.373 AM,-15.3467655181885
2025-07-28 11:27:57.689 AM,-14.4187793731689,2025-07-28 11:27:57.572 AM,-15.3866271972656
2025-07-28 11:27:57.888 AM,-14.3846035003662,2025-07-28 11:27:57.771 AM,-15.3874397277832
2025-07-28 11:27:58.086 AM,-14.3951816558838,2025-07-28 11:27:57.969 AM,-15.3931350708008
2025-07-28 11:27:58.285 AM,-14.4106407165527,2025-07-28 11:27:58.168 AM,-15.3793048858643
2025-07-28 11:27:58.484 AM,-14.4228477478027,2025-07-28 11:27:58.367 AM,-15.3646621704102
2025-07-28 11:27:58.682 AM,-14.4537677764893,2025-07-28 11:27:58.565 AM,-15.3418846130371
2025-07-28 11:27:58.881 AM,-14.4358654022217,2025-07-28 11:27:58.764 AM,-15.3443241119385
2025-07-28 11:27:59.080 AM,-14.4114551544189,2025-07-28 11:27:58.963 AM,-15.3459510803223
2025-07-28 11:27:59.278 AM,-14.3870449066162,2025-07-28 11:27:59.162 AM,-15.3573398590088
2025-07-28 11:27:59.477 AM,-14.3723983764648,2025-07-28 11:27:59.360 AM,-15.3622207641602
2025-07-28 11:27:59.676 AM,-14.3732109069824,2025-07-28 11:27:59.559 AM,-15.3573398590088
2025-07-28 11:27:59.874 AM,-14.3837890625,2025-07-28 11:27:59.758 AM,-15.3549003601074
2025-07-28 11:28:00.073 AM,-14.39111328125,2025-07-28 11:27:59.957 AM,-15.380931854248
2025-07-28 11:28:00.272 AM,-14.4000625610352,2025-07-28 11:28:00.155 AM,-15.3972015380859
2025-07-28 11:28:00.470 AM,-14.4212188720703,2025-07-28 11:28:00.354 AM,-15.3898811340332
2025-07-28 11:28:00.669 AM,-14.4171504974365,2025-07-28 11:28:00.553 AM,-15.3858127593994
2025-07-28 11:28:00.868 AM,-14.4114551544189,2025-07-28 11:28:00.751 AM,-15.3492050170898
2025-07-28 11:28:01.066 AM,-14.4106407165527,2025-07-28 11:28:00.950 AM,-15.3492050170898
2025-07-28 11:28:01.265 AM,-14.4000625610352,2025-07-28 11:28:01.149 AM,-15.3459510803223
2025-07-28 11:28:01.464 AM,-14.4000625610352,2025-07-28 11:28:01.348 AM,-15.3565273284912
2025-07-28 11:28:01.663 AM,-14.4082012176514,2025-07-28 11:28:01.546 AM,-15.3654747009277
2025-07-28 11:28:01.861 AM,-14.3951816558838,2025-07-28 11:28:01.745 AM,-15.3784923553467
2025-07-28 11:28:02.060 AM,-14.38134765625,2025-07-28 11:28:01.944 AM,-15.3931350708008
2025-07-28 11:28:02.259 AM,-14.3723983764648,2025-07-28 11:28:02.143 AM,-15.3882541656494
2025-07-28 11:28:02.457 AM,-14.3577518463135,2025-07-28 11:28:02.341 AM,-15.380931854248
2025-07-28 11:28:02.656 AM,-14.3585643768311,2025-07-28 11:28:02.540 AM,-15.380931854248
2025-07-28 11:28:02.855 AM,-14.3732109069824,2025-07-28 11:28:02.739 AM,-15.3931350708008
2025-07-28 11:28:03.053 AM,-14.38623046875,2025-07-28 11:28:02.937 AM,-15.3947620391846
2025-07-28 11:28:03.252 AM,-14.3951816558838,2025-07-28 11:28:03.136 AM,-15.4094047546387
2025-07-28 11:28:03.451 AM,-14.3870449066162,2025-07-28 11:28:03.335 AM,-15.4045238494873
2025-07-28 11:28:03.649 AM,-14.3894844055176,2025-07-28 11:28:03.534 AM,-15.3784923553467
2025-07-28 11:28:03.848 AM,-14.388671875,2025-07-28 11:28:03.732 AM,-15.3703556060791
2025-07-28 11:28:04.047 AM,-14.4041309356689,2025-07-28 11:28:03.931 AM,-15.3638477325439
2025-07-28 11:28:04.245 AM,-14.4114551544189,2025-07-28 11:28:04.130 AM,-15.3622207641602
2025-07-28 11:28:04.444 AM,-14.4187793731689,2025-07-28 11:28:04.329 AM,-15.3679161071777
2025-07-28 11:28:04.643 AM,-14.4163379669189,2025-07-28 11:28:04.527 AM,-15.3727970123291
2025-07-28 11:28:04.841 AM,-14.4082012176514,2025-07-28 11:28:04.726 AM,-15.3793048858643
2025-07-28 11:28:05.040 AM,-14.4057598114014,2025-07-28 11:28:04.925 AM,-15.383373260498
2025-07-28 11:28:05.239 AM,-14.3805351257324,2025-07-28 11:28:05.123 AM,-15.4028968811035
2025-07-28 11:28:05.437 AM,-14.3780937194824,2025-07-28 11:28:05.322 AM,-15.4183540344238
2025-07-28 11:28:05.636 AM,-14.3618202209473,2025-07-28 11:28:05.521 AM,-15.3906936645508
2025-07-28 11:28:05.835 AM,-14.3544960021973,2025-07-28 11:28:05.720 AM,-15.3719844818115
2025-07-28 11:28:06.033 AM,-14.37890625,2025-07-28 11:28:05.918 AM,-15.3549003601074
2025-07-28 11:28:06.232 AM,-14.3902988433838,2025-07-28 11:28:06.117 AM,-15.3540859222412
2025-07-28 11:28:06.431 AM,-14.3951816558838,2025-07-28 11:28:06.316 AM,-15.3622207641602
2025-07-28 11:28:06.630 AM,-14.4309844970703,2025-07-28 11:28:06.514 AM,-15.3923206329346
2025-07-28 11:28:06.828 AM,-14.4269161224365,2025-07-28 11:28:06.713 AM,-15.4110317230225
2025-07-28 11:28:07.027 AM,-14.4480724334717,2025-07-28 11:28:06.912 AM,-15.3988285064697
2025-07-28 11:28:07.226 AM,-14.4456310272217,2025-07-28 11:28:07.111 AM,-15.4102191925049
2025-07-28 11:28:07.424 AM,-14.4261016845703,2025-07-28 11:28:07.309 AM,-15.4061508178711
2025-07-28 11:28:07.623 AM,-14.4358654022217,2025-07-28 11:28:07.508 AM,-15.4077777862549
2025-07-28 11:28:07.822 AM,-14.4057598114014,2025-07-28 11:28:07.707 AM,-15.3972015380859
2025-07-28 11:28:08.020 AM,-14.4090137481689,2025-07-28 11:28:07.906 AM,-15.4045238494873
2025-07-28 11:28:08.219 AM,-14.3992500305176,2025-07-28 11:28:08.104 AM,-15.3996429443359
2025-07-28 11:28:08.418 AM,-14.3780937194824,2025-07-28 11:28:08.303 AM,-15.4020824432373
2025-07-28 11:28:08.616 AM,-14.37890625,2025-07-28 11:28:08.502 AM,-15.4191665649414
2025-07-28 11:28:08.815 AM,-14.38623046875,2025-07-28 11:28:08.700 AM,-15.4183540344238
2025-07-28 11:28:09.014 AM,-14.3976230621338,2025-07-28 11:28:08.899 AM,-15.4126586914063
2025-07-28 11:28:09.212 AM,-14.4285430908203,2025-07-28 11:28:09.098 AM,-15.4159126281738
2025-07-28 11:28:09.411 AM,-14.4212188720703,2025-07-28 11:28:09.297 AM,-15.4037094116211
2025-07-28 11:28:09.610 AM,-14.4277286529541,2025-07-28 11:28:09.495 AM,-15.3906936645508
2025-07-28 11:28:09.808 AM,-14.4171504974365,2025-07-28 11:28:09.694 AM,-15.3841857910156
2025-07-28 11:28:10.007 AM,-14.3740253448486,2025-07-28 11:28:09.893 AM,-15.3719844818115
2025-07-28 11:28:10.206 AM,-14.3715839385986,2025-07-28 11:28:10.092 AM,-15.3719844818115
2025-07-28 11:28:10.404 AM,-14.3650741577148,2025-07-28 11:28:10.290 AM,-15.3654747009277
2025-07-28 11:28:10.603 AM,-14.3723983764648,2025-07-28 11:28:10.489 AM,-15.3459510803223
2025-07-28 11:28:10.802 AM,-14.3748378753662,2025-07-28 11:28:10.688 AM,-15.3451385498047
2025-07-28 11:28:11.000 AM,-14.38134765625,2025-07-28 11:28:10.886 AM,-15.3549003601074
2025-07-28 11:28:11.199 AM,-14.3894844055176,2025-07-28 11:28:11.085 AM,-15.3703556060791
2025-07-28 11:28:11.398 AM,-14.3650741577148,2025-07-28 11:28:11.284 AM,-15.4053363800049
2025-07-28 11:28:11.597 AM,-14.3756523132324,2025-07-28 11:28:11.483 AM,-15.3988285064697
2025-07-28 11:28:11.795 AM,-14.3723983764648,2025-07-28 11:28:11.681 AM,-15.4069633483887
2025-07-28 11:28:11.994 AM,-14.3723983764648,2025-07-28 11:28:11.880 AM,-15.4159126281738
2025-07-28 11:28:12.193 AM,-14.3976230621338,2025-07-28 11:28:12.079 AM,-15.3906936645508
2025-07-28 11:28:12.391 AM,-14.4179649353027,2025-07-28 11:28:12.278 AM,-15.3858127593994
2025-07-28 11:28:12.590 AM,-14.4187793731689,2025-07-28 11:28:12.476 AM,-15.4085903167725
2025-07-28 11:28:12.789 AM,-14.3894844055176,2025-07-28 11:28:12.675 AM,-15.3825588226318
2025-07-28 11:28:12.987 AM,-14.3837890625,2025-07-28 11:28:12.874 AM,-15.380931854248
2025-07-28 11:28:13.186 AM,-14.3780937194824,2025-07-28 11:28:13.072 AM,-15.3597812652588
2025-07-28 11:28:13.385 AM,-14.3927402496338,2025-07-28 11:28:13.271 AM,-15.3321208953857
2025-07-28 11:28:13.583 AM,-14.4114551544189,2025-07-28 11:28:13.470 AM,-15.3549003601074
2025-07-28 11:28:13.782 AM,-14.4147090911865,2025-07-28 11:28:13.669 AM,-15.3719844818115
2025-07-28 11:28:13.981 AM,-14.4016914367676,2025-07-28 11:28:13.867 AM,-15.3784923553467
2025-07-28 11:28:14.179 AM,-14.3870449066162,2025-07-28 11:28:14.066 AM,-15.3646621704102
2025-07-28 11:28:14.378 AM,-14.3984355926514,2025-07-28 11:28:14.265 AM,-15.3410701751709
2025-07-28 11:28:14.577 AM,-14.4016914367676,2025-07-28 11:28:14.464 AM,-15.330493927002
2025-07-28 11:28:14.775 AM,-14.4025039672852,2025-07-28 11:28:14.662 AM,-15.335376739502
2025-07-28 11:28:14.974 AM,-14.4147090911865,2025-07-28 11:28:14.861 AM,-15.3646621704102
2025-07-28 11:28:15.173 AM,-14.4147090911865,2025-07-28 11:28:15.060 AM,-15.3955745697021
2025-07-28 11:28:15.371 AM,-14.4171504974365,2025-07-28 11:28:15.258 AM,-15.4037094116211
2025-07-28 11:28:15.570 AM,-14.4448165893555,2025-07-28 11:28:15.457 AM,-15.4297428131104
2025-07-28 11:28:15.769 AM,-14.4545822143555,2025-07-28 11:28:15.656 AM,-15.4077777862549
2025-07-28 11:28:15.968 AM,-14.4545822143555,2025-07-28 11:28:15.855 AM,-15.3923206329346
2025-07-28 11:28:16.166 AM,-14.4301700592041,2025-07-28 11:28:16.053 AM,-15.389066696167
2025-07-28 11:28:16.365 AM,-14.4041309356689,2025-07-28 11:28:16.252 AM,-15.3776779174805
2025-07-28 11:28:16.564 AM,-14.3854160308838,2025-07-28 11:28:16.451 AM,-15.3719844818115
2025-07-28 11:28:16.762 AM,-14.3772792816162,2025-07-28 11:28:16.650 AM,-15.3793048858643
2025-07-28 11:28:16.961 AM,-14.3846035003662,2025-07-28 11:28:16.848 AM,-15.3939476013184
2025-07-28 11:28:17.160 AM,-14.3902988433838,2025-07-28 11:28:17.047 AM,-15.4085903167725
2025-07-28 11:28:17.358 AM,-14.3821620941162,2025-07-28 11:28:17.246 AM,-15.4232349395752
2025-07-28 11:28:17.557 AM,-14.388671875,2025-07-28 11:28:17.444 AM,-15.4085903167725
2025-07-28 11:28:17.756 AM,-14.4090137481689,2025-07-28 11:28:17.643 AM,-15.3931350708008
2025-07-28 11:28:17.954 AM,-14.4000625610352,2025-07-28 11:28:17.842 AM,-15.3630352020264
2025-07-28 11:28:18.153 AM,-14.4098281860352,2025-07-28 11:28:18.041 AM,-15.3597812652588
2025-07-28 11:28:18.352 AM,-14.3976230621338,2025-07-28 11:28:18.239 AM,-15.358154296875
2025-07-28 11:28:18.550 AM,-14.4049453735352,2025-07-28 11:28:18.438 AM,-15.3646621704102
2025-07-28 11:28:18.749 AM,-14.4122695922852,2025-07-28 11:28:18.637 AM,-15.3906936645508
2025-07-28 11:28:18.948 AM,-14.4138965606689,2025-07-28 11:28:18.836 AM,-15.3947620391846
2025-07-28 11:28:19.146 AM,-14.4252872467041,2025-07-28 11:28:19.034 AM,-15.4126586914063
2025-07-28 11:28:19.345 AM,-14.4098281860352,2025-07-28 11:28:19.233 AM,-15.4134731292725
2025-07-28 11:28:19.544 AM,-14.4155235290527,2025-07-28 11:28:19.432 AM,-15.389066696167
2025-07-28 11:28:19.742 AM,-14.4236602783203,2025-07-28 11:28:19.630 AM,-15.3622207641602
2025-07-28 11:28:19.941 AM,-14.4114551544189,2025-07-28 11:28:19.829 AM,-15.3443241119385
2025-07-28 11:28:20.140 AM,-14.4000625610352,2025-07-28 11:28:20.028 AM,-15.332935333252
2025-07-28 11:28:20.338 AM,-14.3821620941162,2025-07-28 11:28:20.227 AM,-15.332935333252
2025-07-28 11:28:20.537 AM,-14.3683280944824,2025-07-28 11:28:20.425 AM,-15.3597812652588
2025-07-28 11:28:20.736 AM,-14.3837890625,2025-07-28 11:28:20.624 AM,-15.3679161071777
2025-07-28 11:28:20.935 AM,-14.3927402496338,2025-07-28 11:28:20.823 AM,-15.3744239807129
2025-07-28 11:28:21.133 AM,-14.4065723419189,2025-07-28 11:28:21.022 AM,-15.4077777862549
2025-07-28 11:28:21.332 AM,-14.4179649353027,2025-07-28 11:28:21.220 AM,-15.4020824432373
2025-07-28 11:28:21.531 AM,-14.3902988433838,2025-07-28 11:28:21.419 AM,-15.3996429443359
2025-07-28 11:28:21.729 AM,-14.3821620941162,2025-07-28 11:28:21.618 AM,-15.4240474700928
2025-07-28 11:28:21.928 AM,-14.3626327514648,2025-07-28 11:28:21.816 AM,-15.4061508178711
2025-07-28 11:28:22.127 AM,-14.3496131896973,2025-07-28 11:28:22.015 AM,-15.4004554748535
2025-07-28 11:28:22.325 AM,-14.3626327514648,2025-07-28 11:28:22.214 AM,-15.4028968811035
2025-07-28 11:28:22.524 AM,-14.3748378753662,2025-07-28 11:28:22.413 AM,-15.3679161071777
2025-07-28 11:28:22.723 AM,-14.38623046875,2025-07-28 11:28:22.611 AM,-15.3467655181885
2025-07-28 11:28:22.921 AM,-14.39111328125,2025-07-28 11:28:22.810 AM,-15.3451385498047
2025-07-28 11:28:23.120 AM,-14.3927402496338,2025-07-28 11:28:23.009 AM,-15.3475780487061
2025-07-28 11:28:23.319 AM,-14.3927402496338,2025-07-28 11:28:23.208 AM,-15.3524589538574
2025-07-28 11:28:23.517 AM,-14.4114551544189,2025-07-28 11:28:23.406 AM,-15.3679161071777
2025-07-28 11:28:23.716 AM,-14.4138965606689,2025-07-28 11:28:23.605 AM,-15.3662891387939
2025-07-28 11:28:23.915 AM,-14.4317970275879,2025-07-28 11:28:23.804 AM,-15.3630352020264
2025-07-28 11:28:24.113 AM,-14.4301700592041,2025-07-28 11:28:24.002 AM,-15.3540859222412
2025-07-28 11:28:24.312 AM,-14.4147090911865,2025-07-28 11:28:24.201 AM,-15.3467655181885
2025-07-28 11:28:24.511 AM,-14.4033184051514,2025-07-28 11:28:24.400 AM,-15.3467655181885
2025-07-28 11:28:24.709 AM,-14.3992500305176,2025-07-28 11:28:24.599 AM,-15.3402576446533
2025-07-28 11:28:24.908 AM,-14.3951816558838,2025-07-28 11:28:24.797 AM,-15.3630352020264
2025-07-28 11:28:25.107 AM,-14.4138965606689,2025-07-28 11:28:24.996 AM,-15.3671016693115
2025-07-28 11:28:25.306 AM,-14.4448165893555,2025-07-28 11:28:25.195 AM,-15.380931854248
2025-07-28 11:28:25.504 AM,-14.4317970275879,2025-07-28 11:28:25.393 AM,-15.3972015380859
2025-07-28 11:28:25.703 AM,-14.4440040588379,2025-07-28 11:28:25.592 AM,-15.3622207641602
2025-07-28 11:28:25.902 AM,-14.4261016845703,2025-07-28 11:28:25.791 AM,-15.3565273284912
2025-07-28 11:28:26.100 AM,-14.4082012176514,2025-07-28 11:28:25.990 AM,-15.3532733917236
2025-07-28 11:28:26.299 AM,-14.4073867797852,2025-07-28 11:28:26.188 AM,-15.3345623016357
2025-07-28 11:28:26.498 AM,-14.3829765319824,2025-07-28 11:28:26.387 AM,-15.3589668273926
2025-07-28 11:28:26.696 AM,-14.4065723419189,2025-07-28 11:28:26.586 AM,-15.3752384185791
2025-07-28 11:28:26.895 AM,-14.4236602783203,2025-07-28 11:28:26.785 AM,-15.3793048858643
2025-07-28 11:28:27.094 AM,-14.4317970275879,2025-07-28 11:28:26.983 AM,-15.3768653869629
2025-07-28 11:28:27.292 AM,-14.4716682434082,2025-07-28 11:28:27.182 AM,-15.3736114501953
2025-07-28 11:28:27.491 AM,-14.4415626525879,2025-07-28 11:28:27.381 AM,-15.3630352020264
2025-07-28 11:28:27.690 AM,-14.4195919036865,2025-07-28 11:28:27.579 AM,-15.3589668273926
2025-07-28 11:28:27.888 AM,-14.4317970275879,2025-07-28 11:28:27.778 AM,-15.3727970123291
2025-07-28 11:28:28.087 AM,-14.4317970275879,2025-07-28 11:28:27.977 AM,-15.3776779174805
2025-07-28 11:28:28.286 AM,-14.4309844970703,2025-07-28 11:28:28.176 AM,-15.3825588226318
2025-07-28 11:28:28.484 AM,-14.450511932373,2025-07-28 11:28:28.374 AM,-15.3687286376953
2025-07-28 11:28:28.683 AM,-14.4513263702393,2025-07-28 11:28:28.573 AM,-15.3573398590088
2025-07-28 11:28:28.882 AM,-14.4277286529541,2025-07-28 11:28:28.772 AM,-15.3516464233398
2025-07-28 11:28:29.080 AM,-14.4171504974365,2025-07-28 11:28:28.971 AM,-15.3492050170898
2025-07-28 11:28:29.279 AM,-14.4147090911865,2025-07-28 11:28:29.169 AM,-15.3540859222412
2025-07-28 11:28:29.478 AM,-14.4114551544189,2025-07-28 11:28:29.368 AM,-15.3435115814209
2025-07-28 11:28:29.676 AM,-14.3992500305176,2025-07-28 11:28:29.567 AM,-15.3426971435547
2025-07-28 11:28:29.875 AM,-14.4293575286865,2025-07-28 11:28:29.765 AM,-15.3426971435547
2025-07-28 11:28:30.074 AM,-14.4073867797852,2025-07-28 11:28:29.964 AM,-15.3524589538574
2025-07-28 11:28:30.273 AM,-14.3959941864014,2025-07-28 11:28:30.163 AM,-15.4159126281738
2025-07-28 11:28:30.471 AM,-14.4326114654541,2025-07-28 11:28:30.362 AM,-15.4175395965576
2025-07-28 11:28:30.670 AM,-14.4383068084717,2025-07-28 11:28:30.560 AM,-15.4346237182617
2025-07-28 11:28:30.869 AM,-14.4586505889893,2025-07-28 11:28:30.759 AM,-15.4338092803955
2025-07-28 11:28:31.067 AM,-14.452953338623,2025-07-28 11:28:30.958 AM,-15.3687286376953
2025-07-28 11:28:31.266 AM,-14.4212188720703,2025-07-28 11:28:31.157 AM,-15.3719844818115
2025-07-28 11:28:31.465 AM,-14.3837890625,2025-07-28 11:28:31.355 AM,-15.3638477325439
2025-07-28 11:28:31.663 AM,-14.37890625,2025-07-28 11:28:31.554 AM,-15.3687286376953
2025-07-28 11:28:31.862 AM,-14.3846035003662,2025-07-28 11:28:31.753 AM,-15.3776779174805
2025-07-28 11:28:32.061 AM,-14.38134765625,2025-07-28 11:28:31.951 AM,-15.3752384185791
2025-07-28 11:28:32.259 AM,-14.3894844055176,2025-07-28 11:28:32.150 AM,-15.3695430755615
2025-07-28 11:28:32.458 AM,-14.3919258117676,2025-07-28 11:28:32.349 AM,-15.3443241119385
2025-07-28 11:28:32.657 AM,-14.4033184051514,2025-07-28 11:28:32.548 AM,-15.3540859222412
2025-07-28 11:28:32.855 AM,-14.4212188720703,2025-07-28 11:28:32.746 AM,-15.335376739502
2025-07-28 11:28:33.054 AM,-14.4317970275879,2025-07-28 11:28:32.945 AM,-15.3215465545654
2025-07-28 11:28:33.253 AM,-14.4195919036865,2025-07-28 11:28:33.144 AM,-15.3654747009277
2025-07-28 11:28:33.451 AM,-14.3894844055176,2025-07-28 11:28:33.343 AM,-15.3931350708008
2025-07-28 11:28:33.650 AM,-14.3829765319824,2025-07-28 11:28:33.541 AM,-15.4191665649414
2025-07-28 11:28:33.849 AM,-14.39111328125,2025-07-28 11:28:33.740 AM,-15.4329967498779
2025-07-28 11:28:34.047 AM,-14.3854160308838,2025-07-28 11:28:33.939 AM,-15.4403171539307
2025-07-28 11:28:34.246 AM,-14.4008769989014,2025-07-28 11:28:34.137 AM,-15.4159126281738
2025-07-28 11:28:34.445 AM,-14.4000625610352,2025-07-28 11:28:34.336 AM,-15.4338092803955
2025-07-28 11:28:34.643 AM,-14.4130821228027,2025-07-28 11:28:34.535 AM,-15.4419441223145
2025-07-28 11:28:34.842 AM,-14.465160369873,2025-07-28 11:28:34.734 AM,-15.3939476013184
2025-07-28 11:28:35.041 AM,-14.4846878051758,2025-07-28 11:28:34.932 AM,-15.3760509490967
2025-07-28 11:28:35.240 AM,-14.5009632110596,2025-07-28 11:28:35.131 AM,-15.3882541656494
2025-07-28 11:28:35.438 AM,-14.5172367095947,2025-07-28 11:28:35.330 AM,-15.3817462921143
2025-07-28 11:28:35.637 AM,-14.5042171478271,2025-07-28 11:28:35.529 AM,-15.3963890075684
2025-07-28 11:28:35.836 AM,-14.4814338684082,2025-07-28 11:28:35.727 AM,-15.4110317230225
2025-07-28 11:28:36.034 AM,-14.483060836792,2025-07-28 11:28:35.926 AM,-15.380931854248
2025-07-28 11:28:36.233 AM,-14.4350528717041,2025-07-28 11:28:36.125 AM,-15.3679161071777
2025-07-28 11:28:36.432 AM,-14.4147090911865,2025-07-28 11:28:36.323 AM,-15.355712890625
2025-07-28 11:28:36.630 AM,-14.4195919036865,2025-07-28 11:28:36.522 AM,-15.3605937957764
2025-07-28 11:28:36.829 AM,-14.3878574371338,2025-07-28 11:28:36.721 AM,-15.3435115814209
2025-07-28 11:28:37.028 AM,-14.3919258117676,2025-07-28 11:28:36.920 AM,-15.3866271972656
2025-07-28 11:28:37.226 AM,-14.3829765319824,2025-07-28 11:28:37.118 AM,-15.3931350708008
2025-07-28 11:28:37.425 AM,-14.38134765625,2025-07-28 11:28:37.317 AM,-15.3727970123291
2025-07-28 11:28:37.624 AM,-14.4383068084717,2025-07-28 11:28:37.516 AM,-15.4004554748535
2025-07-28 11:28:37.822 AM,-14.485502243042,2025-07-28 11:28:37.715 AM,-15.389066696167
2025-07-28 11:28:38.021 AM,-14.5042171478271,2025-07-28 11:28:37.913 AM,-15.41672706604
2025-07-28 11:28:38.220 AM,-14.5310688018799,2025-07-28 11:28:38.112 AM,-15.4720439910889
2025-07-28 11:28:38.418 AM,-14.5131683349609,2025-07-28 11:28:38.311 AM,-15.5013313293457
2025-07-28 11:28:38.617 AM,-14.5009632110596,2025-07-28 11:28:38.509 AM,-15.5192279815674
2025-07-28 11:28:38.816 AM,-14.5131683349609,2025-07-28 11:28:38.708 AM,-15.5208549499512
2025-07-28 11:28:39.014 AM,-14.4895706176758,2025-07-28 11:28:38.907 AM,-15.5070247650146
2025-07-28 11:28:39.213 AM,-14.4985218048096,2025-07-28 11:28:39.106 AM,-15.4972629547119
2025-07-28 11:28:39.412 AM,-14.4610900878906,2025-07-28 11:28:39.304 AM,-15.4606552124023
2025-07-28 11:28:39.611 AM,-14.465160369873,2025-07-28 11:28:39.503 AM,-15.4321823120117
2025-07-28 11:28:39.809 AM,-14.5156097412109,2025-07-28 11:28:39.702 AM,-15.4297428131104
2025-07-28 11:28:40.008 AM,-14.5123538970947,2025-07-28 11:28:39.901 AM,-15.3850002288818
2025-07-28 11:28:40.207 AM,-14.5302562713623,2025-07-28 11:28:40.099 AM,-15.3744239807129
2025-07-28 11:28:40.405 AM,-14.5359516143799,2025-07-28 11:28:40.298 AM,-15.3858127593994
2025-07-28 11:28:40.604 AM,-14.5204906463623,2025-07-28 11:28:40.497 AM,-15.3898811340332
2025-07-28 11:28:40.803 AM,-14.5156097412109,2025-07-28 11:28:40.695 AM,-15.4199810028076
2025-07-28 11:28:41.001 AM,-14.5440883636475,2025-07-28 11:28:40.894 AM,-15.4517078399658
2025-07-28 11:28:41.200 AM,-14.5147953033447,2025-07-28 11:28:41.093 AM,-15.4875011444092
2025-07-28 11:28:41.399 AM,-14.5123538970947,2025-07-28 11:28:41.292 AM,-15.4533348083496
2025-07-28 11:28:41.597 AM,-14.4968929290771,2025-07-28 11:28:41.490 AM,-15.41672706604
2025-07-28 11:28:41.796 AM,-14.4968929290771,2025-07-28 11:28:41.689 AM,-15.3988285064697
